scenario	dist_lo	dist_hi	same_genus	total	p_same_genus	cum_total	cum_p
as_reported	0.0000	0.0050	13044	13056	0.999081	13056	0.999081
as_reported	0.0050	0.0100	310	323	0.959752	13379	0.998131
as_reported	0.0100	0.0150	294	316	0.930380	13695	0.996568
as_reported	0.0150	0.0200	260	269	0.966543	13964	0.995990
as_reported	0.0200	0.0250	216	236	0.915254	14200	0.994648
as_reported	0.0250	0.0300	212	222	0.954955	14422	0.994037
as_reported	0.0300	0.0350	256	264	0.969697	14686	0.993599
as_reported	0.0350	0.0400	301	311	0.967846	14997	0.993065
as_reported	0.0400	0.0450	258	270	0.955556	15267	0.992402
as_reported	0.0450	0.0500	348	355	0.980282	15622	0.992126
as_reported	0.0500	0.0550	373	380	0.981579	16002	0.991876
as_reported	0.0550	0.0600	387	397	0.974811	16399	0.991463
as_reported	0.0600	0.0650	391	397	0.984887	16796	0.991307
as_reported	0.0650	0.0700	342	358	0.955307	17154	0.990556
as_reported	0.0700	0.0750	353	369	0.956640	17523	0.989842
as_reported	0.0750	0.0800	349	368	0.948370	17891	0.988989
as_reported	0.0800	0.0850	411	441	0.931973	18332	0.987617
as_reported	0.0850	0.0900	349	359	0.972145	18691	0.987320
as_reported	0.0900	0.0950	365	378	0.965608	19069	0.986890
as_reported	0.0950	0.1000	325	341	0.953079	19410	0.986296
as_reported	0.1000	0.1050	341	360	0.947222	19770	0.985584
as_reported	0.1050	0.1100	388	401	0.967581	20171	0.985226
as_reported	0.1100	0.1150	396	425	0.931765	20596	0.984123
as_reported	0.1150	0.1200	322	342	0.941520	20938	0.983427
as_reported	0.1200	0.1250	376	389	0.966581	21327	0.983120
as_reported	0.1250	0.1300	346	364	0.950549	21691	0.982573
as_reported	0.1300	0.1350	353	393	0.898219	22084	0.981072
as_reported	0.1350	0.1400	355	393	0.903308	22477	0.979713
as_reported	0.1400	0.1450	353	380	0.928947	22857	0.978869
as_reported	0.1450	0.1500	331	371	0.892183	23228	0.977484
as_reported	0.1500	0.1550	321	365	0.879452	23593	0.975967
as_reported	0.1550	0.1600	365	403	0.905707	23996	0.974787
as_reported	0.1600	0.1650	318	388	0.819588	24384	0.972318
as_reported	0.1650	0.1700	309	369	0.837398	24753	0.970307
as_reported	0.1700	0.1750	302	374	0.807487	25127	0.967883
as_reported	0.1750	0.1800	271	354	0.765537	25481	0.965072
as_reported	0.1800	0.1850	287	371	0.773585	25852	0.962324
as_reported	0.1850	0.1900	263	347	0.757925	26199	0.959617
as_reported	0.1900	0.1950	202	326	0.619632	26525	0.955438
as_reported	0.1950	0.2000	196	273	0.717949	26798	0.953019
as_reported	0.2000	0.2050	223	306	0.728758	27104	0.950487
as_reported	0.2050	0.2100	172	275	0.625455	27379	0.947222
as_reported	0.2100	0.2150	160	251	0.637450	27630	0.944408
as_reported	0.2150	0.2200	178	275	0.647273	27905	0.941480
as_reported	0.2200	0.2250	136	224	0.607143	28129	0.938818
as_reported	0.2250	0.2300	125	186	0.672043	28315	0.937065
as_reported	0.2300	0.2350	98	170	0.576471	28485	0.934913
as_reported	0.2350	0.2400	103	201	0.512438	28686	0.931953
as_reported	0.2400	0.2450	93	168	0.553571	28854	0.929750
as_reported	0.2450	0.2500	94	172	0.546512	29026	0.927479
as_reported	0.2500	0.2550	75	153	0.490196	29179	0.925186
