taxid	names	taxids
908842	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Magnetospirillum|Magnetospirillum aberrantis	2|1224|28211|204441|41295|13134|1105283
908846	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Microbacteriaceae|Pseudoclavibacter|Pseudoclavibacter caeni	2|201174|1760|85006|85023|255204|908846
908937	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella dentalis	2|976|200643|171549|171552|838|52227
908941	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Salimicrobium|Salimicrobium salexigens	2|1239|91061|1385|186817|351195|908941
908946	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Rhizobiaceae|Rhizobium|Rhizobium subbaraonis	2|1224|28211|356|82115|379|908946
908966	Bacteria|Bacteroidota|Chitinophagia|Chitinophagales|Chitinophagaceae|Parasediminibacterium|Parasediminibacterium paludis	2|976|1853228|1853229|563835|1747780|908966
90909	Archaea|Methanobacteriota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus waiotapuensis	2157|28890|183968|2258|2259|2263|90909
909287	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Streptosporangiaceae|Streptosporangium|Streptosporangium oxazolinicum	2|201174|1760|85012|2004|2000|909287
909613	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Actinokineospora|Actinokineospora spheciospongiae	2|201174|1760|85010|2070|39845|909613
909625	Bacteria|Actinomycetota|Rubrobacteria|Rubrobacterales|Rubrobacteraceae|Rubrobacter|Rubrobacter aplysinae	2|201174|84995|84996|84997|42255|909625
909626	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces dysideae	2|201174|1760|85011|2062|1883|909626
909663	Bacteria|Thermodesulfobacteriota|Syntrophorhabdia|Syntrophorhabdales|Syntrophorhabdaceae|Syntrophorhabdus|Syntrophorhabdus aromaticivorans	2|200940|3031649|2819262|513556|513557|328301
90970	Bacteria|Bacillota|Bacilli|Caryophanales|Alicyclobacillaceae|Alicyclobacillus|Alicyclobacillus tolerans	2|1239|91061|1385|186823|29330|90970
90975	Bacteria|Actinomycetota|Actinomycetes|Streptosporangiales|Streptosporangiaceae|Acrocarpospora|Acrocarpospora pleiomorpha	2|201174|1760|85012|2004|90974|90975
909926	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Tabrizicola|Tabrizicola aquatica	2|1224|28211|204455|31989|1443919|909926
909936	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Brevibacteriaceae|Brevibacterium|Brevibacterium daeguense	2|201174|1760|85006|85019|1696|909936
910347	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces aidingensis	2|201174|1760|85011|2062|1883|910347
910412	Bacteria|Bacillota|Bacilli|Caryophanales|Thermoactinomycetaceae|Melghirimyces|Melghirimyces algeriensis	2|1239|91061|1385|186824|1236218|910412
910540	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Leuconostoc|Leuconostoc miyukkimchii	2|1239|91061|186826|33958|1243|910540
910939	Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus hongkongensis	2|1239|91061|186826|1300|1301|910939
910964	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Ewingella|Ewingella americana	2|1224|1236|91347|1903411|41201|41202
910996	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia|Hafnia alvei	2|1224|1236|91347|1903412|568|569
911008	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Leclercia|Leclercia adecarboxylata	2|1224|1236|91347|543|83654|83655
911022	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia marcescens	2|1224|1236|91347|1903411|613|615
911023	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Yokenella|Yokenella regensburgei	2|1224|1236|91347|543|158876|158877
911092	Bacteria|Bacillota|Clostridia|Thermoanaerobacterales|Thermoanaerobacteraceae|Caldanaerobacter|Caldanaerobacter subterraneus	2|1239|186801|68295|186814|249529|911092
911104	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Weissella|Weissella cibaria	2|1239|91061|186826|33958|46255|137591
911197	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Phaeocystidibacteraceae|Phaeocystidibacter|Phaeocystidibacter luteus	2|976|117743|200644|3024550|1577779|911197
911205	Bacteria|Pseudomonadota|Alphaproteobacteria|Kordiimonadales|Kordiimonadaceae|Eilatimonas|Eilatimonas milleporae	2|1224|28211|362534|1331809|1434000|911205
911238	Bacteria|Bacillota|Bacilli|Caryophanales|Staphylococcaceae|Staphylococcus|Staphylococcus simiae	2|1239|91061|1385|90964|1279|308354
912552	Bacteria|Actinomycetota|Thermoleophilia|Solirubrobacterales|Conexibacteraceae|Conexibacter|Conexibacter arvalis	2|201174|1497346|588673|320583|191494|912552
912594	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Mycobacteriaceae|Mycolicibacterium|Mycolicibacterium iranicum	2|201174|1760|85007|1762|1866885|912594
912802	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Hyunsoonleella|Hyunsoonleella aestuarii	2|976|117743|200644|49546|1080193|912802
913024	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Paenimyroides|Paenimyroides ummariense	2|976|117743|200644|49546|3085669|913024
913099	Bacteria|Bacillota|Tissierellia|||Sedimentibacter|Sedimentibacter acidaminivorans	2|1239|1737404|||190972|913099
913107	Bacteria|Chloroflexota|Anaerolineae|Anaerolineales|Anaerolineaceae|Pelolinea|Pelolinea submarina	2|200795|292625|292629|292628|1649478|913107
913108	Bacteria|Chloroflexota|Anaerolineae|Aggregatilineales|Aggregatilineaceae|Aggregatilinea|Aggregatilinea lenta	2|200795|292625|2806304|2806305|2806306|913108
913109	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Arcobacteraceae|Arcobacter|Arcobacter ellisii	2|29547|3031852|213849|2808963|28196|913109
913252	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Paracoccus|Paracoccus limosus	2|1224|28211|204455|31989|265|913252
913325	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Novilysobacter|Novilysobacter arseniciresistens	2|1224|1236|135614|32033|3382699|1385522
91352	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hyointestinalis	2|29547|3031852|213849|72294|194|198
91353	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hyointestinalis	2|29547|3031852|213849|72294|194|198
91360	Bacteria|Thermodesulfobacteriota|Desulfobulbia|Desulfobulbales|Desulfocapsaceae|Desulforhopalus|Desulforhopalus singaporensis	2|200940|3031451|3024411|2886822|40413|91360
913761	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax defluvii	2|1224|28216|80840|80864|34072|913761
913829	Bacteria|Pseudomonadota|Gammaproteobacteria|Chromatiales|Thioalkalispiraceae|Endothiovibrio|Endothiovibrio diazotrophicus	2|1224|1236|135613|1096778|2004668|913829
913848	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Loigolactobacillus|Loigolactobacillus coryniformis	2|1239|91061|186826|33958|2767889|1610
913853	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Saccharothrix|Saccharothrix hoggarensis	2|201174|1760|85010|2070|2071|913853
913944	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Actinomycetospora|Actinomycetospora callitridis	2|201174|1760|85010|2070|402649|913944
913969	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Intrasporangiaceae|Knoellia|Knoellia flava	2|201174|1760|85006|85021|136099|913969
914150	Bacteria|Pseudomonadota|Gammaproteobacteria|Kangiellales|Kangiellaceae|Kangiella|Kangiella geojedonensis	2|1224|1236|2887327|1920240|261963|914150
914151	Bacteria|Pseudomonadota|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Oceanisphaera|Oceanisphaera ostreae	2|1224|1236|135624|84642|225143|914151
914152	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Roseobacteraceae|Tropicimonas|Tropicimonas aquimaris	2|1224|28211|204455|2854170|599652|914152
914153	Bacteria|Pseudomonadota|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Salinimonas|Salinimonas lutimaris	2|1224|1236|135622|72275|288793|914153
914327	Bacteria|Bacillota|Bacilli|Caryophanales|Caryophanaceae|Metalysinibacillus|Metalysinibacillus jejuensis	2|1239|91061|1385|186818|2703676|914327
915	Bacteria|Pseudomonadota|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas|Nitrosomonas europaea	2|1224|28216|32003|206379|914|915
915059	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Flammeovirgaceae|Flammeovirga|Flammeovirga pacifica	2|976|768503|768507|200667|59739|915059
915099	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas canadensis	2|1224|1236|72274|135621|286|915099
915173	Bacteria|Bacillota|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalicoccus|Faecalicoccus acidiformans	2|1239|526524|526525|128827|1573536|915173
915328	Bacteria|Cyanobacteriota|Cyanophyceae|Nodosilineales|Cymatolegaceae|Vasconcelosia|Vasconcelosia minhoensis	2|1117|3028117|3039985|3079746|3366328|3366354
915330	Bacteria|Cyanobacteriota|Cyanophyceae|Synechococcales|Prochlorococcaceae|Cryptocyanus|Cryptocyanus atlanticus	2|1117|3028117|1890424|2881426|3698464|3698479
915352	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum geojense	2|976|117743|200644|49546|104267|915352
915353	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Cyclobacteriaceae|Algoriphagus|Algoriphagus namhaensis	2|976|768503|768507|563798|246875|915353
915437	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Saccharibacillus|Saccharibacillus sacchari	2|1239|91061|1385|186822|456492|456493
915438	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Xylanibacter|Xylanibacter oryzae	2|976|200643|171549|171552|558436|185293
915471	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas linyingensis	2|1224|1236|72274|135621|286|915471
91560	Archaea|Methanobacteriota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanimicrococcus|Methanimicrococcus blatticola	2157|28890|224756|94695|2206|91559|91560
916	Bacteria|Pseudomonadota|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas|Nitrosomonas eutropha	2|1224|28216|32003|206379|914|916
917	Bacteria|Pseudomonadota|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas|Nitrosomonas marina	2|1224|28216|32003|206379|914|917
91822	Bacteria|Pseudomonadota|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella beliardensis	2|1224|1236|118969|444|445|91822
91823	Bacteria|Pseudomonadota|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella gresilensis	2|1224|1236|118969|444|445|91823
91890	Bacteria|Pseudomonadota|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella pneumophila	2|1224|1236|118969|444|445|446
91891	Bacteria|Pseudomonadota|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella pneumophila	2|1224|1236|118969|444|445|446
91892	Bacteria|Pseudomonadota|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella pneumophila	2|1224|1236|118969|444|445|446
920	Bacteria|Pseudomonadota|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus ferrooxidans	2|1224|1807140|225057|225058|119977|920
92002	Bacteria|Pseudomonadota|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Aromatoleum|Aromatoleum toluvorans	2|1224|28216|206389|75787|551759|92002
92172	Bacteria|Pseudomonadota|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio aerogenes	2|1224|1236|135623|641|662|92172
923	Bacteria|Pseudomonadota|Gammaproteobacteria|Chromatiales|Thioalkalibacteraceae|Guyparkeria|Guyparkeria hydrothermalis	2|1224|1236|135613|2035710|2035712|923
92400	Bacteria|Mycoplasmatota||Mycoplasmoidales|Metamycoplasmataceae|Metamycoplasma|[Mycoplasma] anseris	2|544448||2790996|2895623|2895509|92400
92401	Bacteria|Mycoplasmatota||Mycoplasmoidales|Metamycoplasmataceae|Metamycoplasma|Metamycoplasma cloacale	2|544448||2790996|2895623|2895509|92401
92402	Bacteria|Mycoplasmatota||Mycoplasmoidales|Metamycoplasmataceae|Metamycoplasma|Metamycoplasma equirhinis	2|544448||2790996|2895623|2895509|92402
92403	Bacteria|Mycoplasmatota||Mycoplasmoidales|Metamycoplasmataceae|Metamycoplasma|[Mycoplasma] falconis	2|544448||2790996|2895623|2895509|92403
92404	Bacteria|Mycoplasmatota||Mycoplasmoidales|Metamycoplasmataceae|Metamycoplasma|[Mycoplasma] gypis	2|544448||2790996|2895623|2895509|92404
92407	Bacteria|Mycoplasmatota||Mycoplasmoidales|Metamycoplasmataceae|Metamycoplasma|Metamycoplasma subdolum	2|544448||2790996|2895623|2895509|92407
92442	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter psychrolactophilus	2|201174|1760|85006|1268|1663|92442
92487	Bacteria|Pseudomonadota|Gammaproteobacteria|Thiotrichales|Thiotrichaceae|Thiothrix|Thiothrix eikelboomii	2|1224|1236|72273|135617|1030|92487
92488	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea endophytica	2|1224|1236|91347|1903409|53335|92488
925775	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Xanthomonas|Xanthomonas vesicatoria	2|1224|1236|135614|32033|338|56460
925777	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Xanthomonas|Xanthomonas hortorum	2|1224|1236|135614|32033|338|56454
926	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales||Thiomonas|Thiomonas intermedia	2|1224|28216|80840||32012|926
926357	Bacteria|Actinomycetota|Actinomycetes|Micromonosporales|Micromonosporaceae|Asanoa|Asanoa siamensis	2|201174|1760|85008|28056|195964|926357
926360	Archaea|Methanobacteriota|Halobacteria|Halobacteriales|Natronoarchaeaceae|Natronoarchaeum|Natronoarchaeum mannanilyticum	2157|28890|183963|2235|2976354|926359|926360
92642	Bacteria|Aquificota|Aquificia|Aquificales|Aquificaceae|Hydrogenobacter|Hydrogenobacter subterraneus	2|200783|187857|32069|64898|939|92642
92647	Bacteria|Pseudomonadota|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Paraburkholderia tropica	2|1224|28216|80840|119060|1822464|92647
926549	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Hymenobacteraceae|Adhaeribacter|Adhaeribacter aquaticus	2|976|768503|768507|1853232|299566|299567
926550	Bacteria|Chloroflexota|Caldilineae|Caldilineales|Caldilineaceae|Caldilinea|Caldilinea aerophila	2|200795|475962|475963|475964|233191|133453
926551	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga cynodegmi	2|976|117743|200644|49546|1016|28189
926554	Bacteria|Deinococcota|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus pimensis	2|1297|188787|118964|183710|1298|309888
926556	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola vietnamensis	2|976|768503|768507|563798|390846|390884
926559	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Galbibacter|Galbibacter orientalis	2|976|117743|200644|49546|379068|453852
926560	Bacteria|Deinococcota|Deinococci|Thermales|Thermaceae|Calidithermus|Calidithermus chliarophilus	2|1297|188787|68933|188786|2747271|52023
926561	Bacteria|Bacillota|Clostridia|Halanaerobiales|Halobacteroidaceae|Orenia|Orenia marismortui	2|1239|186801|53433|53434|46468|46469
926562	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Owenweeksiaceae|Owenweeksia|Owenweeksia hongkongensis	2|976|117743|200644|3024551|267986|253245
926564	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Promicromonosporaceae|Promicromonospora|Promicromonospora kroppenstedtii	2|201174|1760|85006|85017|43676|440482
926565	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Cytophagaceae|Sporocytophaga|Sporocytophaga myxococcoides	2|976|768503|768507|89373|1011|153721
926566	Bacteria|Acidobacteriota|Terriglobia|Terriglobales|Acidobacteriaceae|Terriglobus|Terriglobus roseus	2|57723|204432|204433|204434|392733|392734
926567	Bacteria|Synergistota|Synergistia|Synergistales|Synergistaceae|Thermanaerovibrio|Thermanaerovibrio velox	2|508458|649775|649776|649777|81461|108007
926569	Bacteria|Chloroflexota|Anaerolineae|Anaerolineales|Anaerolineaceae|Anaerolinea|Anaerolinea thermophila	2|200795|292625|292629|292628|233189|167964
926570	Bacteria|Pseudomonadota|Alphaproteobacteria|Acetobacterales|Acidocellaceae|Acidiphilium|Acidiphilium multivorum	2|1224|28211|3120395|3385905|522|62140
926571	Archaea|Nitrososphaerota|Nitrososphaeria|Nitrososphaerales|Nitrososphaeraceae|Nitrososphaera|Nitrososphaera viennensis	2157|651137|1643678|1033996|1033997|497726|1034015
926690	Archaea|Methanobacteriota|Halobacteria|Halobacteriales|Haloferacaceae|Haloplanus|Haloplanus natans	2157|28890|183963|2235|1644056|376170|376171
926692	Bacteria|Bacillota|Clostridia|Halanaerobiales|Halobacteroidaceae|Halonatronum|Halonatronum saccharophilum	2|1239|186801|53433|53434|150059|150060
926830	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Haloechinothrix|Haloechinothrix salitolerans	2|201174|1760|85010|2070|1425377|926830
927	Bacteria|Pseudomonadota|Gammaproteobacteria|Chromatiales|Halothiobacillaceae|Halothiobacillus|Halothiobacillus neapolitanus	2|1224|1236|135613|255526|109262|927
927083	Bacteria|Myxococcota||Polyangiales|Sandaracinaceae|Sandaracinus|Sandaracinus amylolyticus	2|2818505||3031712|1055686|1055688|927083
92743	Bacteria|Actinomycetota|Actinomycetes|Kitasatosporales|Streptomycetaceae|Streptomyces|Streptomyces paromomycinus	2|201174|1760|85011|2062|1883|92743
92757	Bacteria|Mycoplasmatota||Mycoplasmoidales|Mycoplasmoidaceae|Mycoplasmoides|[Mycoplasma] cavipharyngis	2|544448||2790996|2790998|2995234|92757
92758	Bacteria|Mycoplasmatota||Mycoplasmoidales|Mycoplasmoidaceae|Mycoplasmoides|Mycoplasmoides fastidiosum	2|544448||2790996|2790998|2995234|92758
927655	Bacteria|Actinomycetota|Actinomycetes|Mycobacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium bovis	2|201174|1760|85007|1653|1716|36808
927658	Bacteria|Bacteroidota|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Alkaliflexus|Alkaliflexus imshenetskii	2|976|200643|1970189|558415|286729|286730
927661	Bacteria|Actinomycetota|Actinomycetes|Cryptosporangiales|Cryptosporangiaceae|Cryptosporangium|Cryptosporangium arvum	2|201174|1760|2495577|622454|65502|80871
927664	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Flexibacteraceae|Flexibacter|Flexibacter flexilis	2|976|768503|768507|2762284|992|998
927665	Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides goldsteinii	2|976|200643|171549|2005525|375288|328812
927691	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Leuconostoc|Leuconostoc gelidum	2|1239|91061|186826|33958|1243|1244
927703	Bacteria|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus|Limosilactobacillus reuteri	2|1239|91061|186826|33958|2742598|1598
927786	Bacteria|Bacillota|Bacilli|Caryophanales|Paenibacillaceae|Brevibacillus|Brevibacillus aydinogluensis	2|1239|91061|1385|186822|55080|927786
927787	Bacteria|Pseudomonadota|Gammaproteobacteria|Cellvibrionales|Microbulbiferaceae|Microbulbifer|Microbulbifer mangrovi	2|1224|1236|1706369|1706373|48073|927787
928210	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Bartonellaceae|Bartonella|Bartonella florencae	2|1224|28211|356|772|773|928210
92828	Bacteria|Pseudomonadota|Gammaproteobacteria|Lysobacterales|Lysobacteraceae|Xanthomonas|Xanthomonas phaseoli	2|1224|1236|135614|32033|338|1985254
928724	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Saccharomonospora|Saccharomonospora glauca	2|201174|1760|85010|2070|1851|40990
928729	Bacteria|Actinomycetota|Actinomycetes|Pseudonocardiales|Pseudonocardiaceae|Saccharomonospora|Saccharomonospora halophila	2|201174|1760|85010|2070|1851|129922
928856	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodobacterales|Paracoccaceae|Tritonibacter|Tritonibacter multivorans	2|1224|28211|204455|31989|2083206|928856
929098	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Metabacillus|Metabacillus crassostreae	2|1239|91061|1385|186817|2675233|929098
92933	Bacteria|Pseudomonadota|Alphaproteobacteria|Rhodospirillales|Azospirillaceae|Azospirillum|Azospirillum doebereinerae	2|1224|28211|204441|2829815|191|92933
929556	Bacteria|Bacteroidota|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Solitalea|Solitalea canadensis	2|976|117747|200666|84566|929509|995
929558	Bacteria|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Sulfurimonadaceae|Sulfurimonas|Sulfurimonas gotlandica	2|29547|3031852|213849|2771471|202746|1176482
929562	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Leadbetterellaceae|Emticicia|Emticicia oligotrophica	2|976|768503|768507|3141702|312278|312279
929563	Bacteria|Spirochaetota|Leptospiria|Leptospirales|Leptospiraceae|Leptonema|Leptonema illini	2|203691|3118682|1643688|170|32205|183
929703	Bacteria|Bacteroidota|Cytophagia|Cytophagales|Flectobacillaceae|Flectobacillus|Flectobacillus major	2|976|768503|768507|3141701|101|103
929704	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides odoratus	2|976|117743|200644|49546|76831|256
929705	Bacteria|Bacillota|Clostridia|Eubacteriales|Clostridiales Family XVII. Incertae Sedis|Sulfobacillus|Sulfobacillus thermosulfidooxidans	2|1239|186801|186802|539000|28033|28034
929712	Bacteria|Actinomycetota|Thermoleophilia|Solirubrobacterales|Patulibacteraceae|Patulibacter|Patulibacter minatonensis	2|201174|1497346|588673|361606|361607|298163
929713	Bacteria|Bacteroidota|Chitinophagia|Chitinophagales|Chitinophagaceae|Niabella|Niabella soli	2|976|1853228|1853229|563835|379899|446683
929794	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Bartonellaceae|Bartonella|Bartonella senegalensis	2|1224|28211|356|772|773|1468418
929795	Bacteria|Pseudomonadota|Alphaproteobacteria|Hyphomicrobiales|Bartonellaceae|Bartonella|Bartonella massiliensis	2|1224|28211|356|772|773|929795
929813	Bacteria|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Gibbsiella|Gibbsiella quercinecans	2|1224|1236|91347|1903411|929812|929813
930114	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Saliterribacillus|Saliterribacillus persicus	2|1239|91061|1385|186817|1434043|930114
930117	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Ornithinibacillus|Ornithinibacillus halophilus	2|1239|91061|1385|186817|484508|930117
930118	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Marinobacteraceae|Marinobacter|Marinobacter persicus	2|1224|1236|72274|2887365|2742|930118
930120	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Oceanobacillus|Oceanobacillus longus	2|1239|91061|1385|186817|182709|930120
930124	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Metabacillus|Metabacillus halosaccharovorans	2|1239|91061|1385|186817|2675233|930124
930128	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Alteribacillus|Alteribacillus iranensis	2|1239|91061|1385|186817|1433300|930128
930129	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Alteribacillus|Alteribacillus bidgolensis	2|1239|91061|1385|186817|1433300|930129
930130	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Oceanobacillus|Oceanobacillus halophilus	2|1239|91061|1385|186817|182709|930130
930131	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Oceanobacillus|Oceanobacillus limi	2|1239|91061|1385|186817|182709|930131
930132	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Aquibacillus|Aquibacillus halophilus	2|1239|91061|1385|186817|1647190|930132
930138	Bacteria|Bacillota|Bacilli|Caryophanales|Staphylococcaceae|Aliicoccus|Aliicoccus persicus	2|1239|91061|1385|90964|1647178|930138
930152	Bacteria|Bacillota|Bacilli|Caryophanales|Bacillaceae|Litchfieldia|Litchfieldia salsa	2|1239|91061|1385|186817|2813788|930152
930166	Bacteria|Pseudomonadota|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas brassicacearum	2|1224|1236|72274|135621|286|930166
930169	Bacteria|Pseudomonadota|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alloalcanivorax|Alloalcanivorax dieselolei	2|1224|1236|135619|224372|3020832|285091
930171	Bacteria|Actinomycetota|Actinomycetes|Micrococcales|Micrococcaceae|Pseudarthrobacter|Pseudarthrobacter phenanthrenivorans	2|201174|1760|85006|1268|1742993|361575
930197	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas cynarae	2|1224|28211|204457|41297|13687|930197
93063	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas aquatilis	2|1224|28211|204457|41297|13687|93063
93064	Bacteria|Pseudomonadota|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas koreensis	2|1224|28211|204457|41297|13687|93064
930804	Bacteria|Bacteroidota|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Aureitalea|Aureitalea marina	2|976|117743|200644|49546|1176327|930804
930805	Bacteria|Pseudomonadota|Gammaproteobacteria|Cellvibrionales|Halieaceae|Halioglobus|Halioglobus japonicus	2|1224|1236|1706369|1706372|1217416|930805
